STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,INCIDENT_BOROUGH
27,4/14/2010,MANHATTAN
6,2/21/2011,RICHMOND / STATEN ISLAND
24,7/10/2010,BRONX
33,9/29/2007,BRONX
27,1/24/2021,BRONX
22,10/24/2018,BRONX
26,9/25/2020,BROOKLYN
34,3/8/2008,BROOKLYN
31,10/7/2011,MANHATTAN
21,9/26/2020,MANHATTAN
24,1/7/2021,QUEENS
8,9/17/2015,RICHMOND / STATEN ISLAND
7,7/6/2010,RICHMOND / STATEN ISLAND
12,4/25/2012,BRONX
19,1/20/2013,MANHATTAN
5,7/9/2018,RICHMOND / STATEN ISLAND
6,6/3/2008,RICHMOND / STATEN ISLAND
29,9/26/2020,QUEENS
23,7/8/2009,MANHATTAN
15,6/10/2010,BRONX
29,1/4/2008,QUEENS
45,6/21/2010,BROOKLYN
22,11/8/2017,BRONX
33,12/25/2010,MANHATTAN
26,9/6/2010,MANHATTAN
29,12/7/2013,QUEENS
5,11/11/2010,RICHMOND / STATEN ISLAND
41,6/9/2012,BROOKLYN
3,9/26/2020,RICHMOND / STATEN ISLAND
26,5/15/2007,QUEENS
6,12/29/2014,RICHMOND / STATEN ISLAND
5,9/27/2009,RICHMOND / STATEN ISLAND
21,5/10/2017,QUEENS
24,6/5/2015,MANHATTAN
24,10/7/2006,QUEENS
126,1/25/2016,BROOKLYN
9,6/19/2010,RICHMOND / STATEN ISLAND
6,12/26/2013,RICHMOND / STATEN ISLAND
24,2/26/2012,BRONX
19,5/28/2015,BRONX
24,5/28/2007,MANHATTAN
2,5/10/2013,RICHMOND / STATEN ISLAND
16,10/27/2009,QUEENS
25,4/19/2013,BRONX
28,12/3/2012,BRONX
10,9/30/2019,RICHMOND / STATEN ISLAND
25,2/28/2018,MANHATTAN
58,4/2/2006,BROOKLYN
9,11/11/2007,RICHMOND / STATEN ISLAND
26,9/12/2008,MANHATTAN
4,6/9/2017,RICHMOND / STATEN ISLAND
37,3/18/2007,BRONX
5,10/25/2015,RICHMOND / STATEN ISLAND
17,4/23/2013,BRONX
38,8/17/2005,BROOKLYN
5,7/25/2015,RICHMOND / STATEN ISLAND
52,12/24/2010,QUEENS
32,4/21/2006,QUEENS
30,12/19/2010,QUEENS
18,4/22/2014,QUEENS
35,4/5/2010,MANHATTAN
9,11/1/2011,RICHMOND / STATEN ISLAND
30,1/29/2012,BRONX
39,5/1/2007,MANHATTAN
3,8/5/2013,RICHMOND / STATEN ISLAND
38,10/19/2007,BROOKLYN
22,11/14/2011,MANHATTAN
23,7/24/2017,BRONX
20,9/26/2020,BRONX
22,3/14/2019,MANHATTAN
21,1/28/2021,MANHATTAN
28,9/2/2014,BROOKLYN
6,3/4/2017,RICHMOND / STATEN ISLAND
16,7/12/2019,BRONX
42,12/24/2018,MANHATTAN
81,1/9/2018,QUEENS
3,12/19/2016,RICHMOND / STATEN ISLAND
34,5/3/2018,BRONX
24,12/10/2011,BRONX
9,3/3/2009,RICHMOND / STATEN ISLAND
8,8/9/2014,RICHMOND / STATEN ISLAND
30,7/19/2012,BROOKLYN
18,4/28/2010,BRONX
33,4/12/2015,MANHATTAN
21,5/24/2007,QUEENS
6,8/20/2010,RICHMOND / STATEN ISLAND
29,4/22/2018,MANHATTAN
25,9/9/2007,BRONX
32,9/26/2020,BROOKLYN
19,7/1/2021,BROOKLYN
4,2/10/2017,RICHMOND / STATEN ISLAND
26,4/24/2005,MANHATTAN
25,6/18/2018,QUEENS
17,9/1/2013,MANHATTAN
72,12/23/2017,BROOKLYN
24,9/27/2020,BRONX
25,9/27/2020,BROOKLYN
24,5/24/2011,BROOKLYN
3,1/21/2017,RICHMOND / STATEN ISLAND
38,3/2/2018,BRONX
5,6/22/2008,RICHMOND / STATEN ISLAND
6,4/7/2021,RICHMOND / STATEN ISLAND
5,1/15/2013,RICHMOND / STATEN ISLAND
20,1/16/2019,BROOKLYN
31,4/22/2013,MANHATTAN
35,4/15/2009,BRONX
9,9/6/2010,RICHMOND / STATEN ISLAND
19,4/13/2019,MANHATTAN
16,9/27/2020,MANHATTAN
18,10/21/2012,BRONX
21,1/27/2018,MANHATTAN
19,7/13/2009,QUEENS
26,3/30/2005,BRONX
2,8/21/2016,RICHMOND / STATEN ISLAND
14,6/12/2007,BRONX
32,12/9/2019,BROOKLYN
9,11/16/2016,RICHMOND / STATEN ISLAND
8,9/21/2016,RICHMOND / STATEN ISLAND
39,3/9/2021,BROOKLYN
7,3/31/2008,RICHMOND / STATEN ISLAND
32,1/19/2008,MANHATTAN
4,9/27/2020,RICHMOND / STATEN ISLAND
30,4/9/2012,BRONX
35,4/11/2010,BRONX
18,7/17/2005,BRONX
19,5/26/2011,MANHATTAN
5,9/23/2008,RICHMOND / STATEN ISLAND
25,9/27/2020,QUEENS
30,10/30/2007,BROOKLYN
45,8/12/2011,MANHATTAN
35,10/10/2014,BROOKLYN
26,12/31/2012,BRONX
21,9/28/2020,QUEENS
22,9/21/2014,QUEENS
40,5/31/2015,MANHATTAN
23,8/21/2012,MANHATTAN
5,11/1/2009,RICHMOND / STATEN ISLAND
33,1/31/2019,BROOKLYN
22,8/5/2018,BRONX
21,2/25/2018,BRONX
13,9/20/2017,MANHATTAN
22,9/15/2010,MANHATTAN
38,8/1/2007,BROOKLYN
11,4/16/2012,RICHMOND / STATEN ISLAND
28,11/26/2018,BROOKLYN
27,8/2/2008,BRONX
23,5/14/2017,BRONX
20,5/24/2021,MANHATTAN
6,5/30/2016,RICHMOND / STATEN ISLAND
10,9/28/2020,MANHATTAN
13,7/7/2017,BRONX
38,8/18/2009,BRONX
23,1/23/2016,BRONX
33,8/2/2011,BROOKLYN
18,9/28/2020,BRONX
41,12/25/2015,QUEENS
25,6/19/2006,BRONX
28,6/14/2012,QUEENS
17,8/8/2009,MANHATTAN
41,10/8/2010,BROOKLYN
40,9/7/2005,BRONX
56,1/14/2010,MANHATTAN
32,10/15/2007,MANHATTAN
20,7/3/2011,QUEENS
53,6/30/2007,BROOKLYN
27,8/8/2009,BRONX
25,2/2/2014,QUEENS
23,8/14/2008,BRONX
13,9/6/2017,MANHATTAN
21,12/17/2018,BRONX
18,3/21/2013,QUEENS
22,8/30/2017,BRONX
18,7/19/2007,BRONX
25,12/20/2006,BRONX
25,3/28/2005,QUEENS
24,4/1/2005,QUEENS
26,5/25/2016,MANHATTAN
39,2/2/2011,BRONX
5,2/24/2018,RICHMOND / STATEN ISLAND
10,1/31/2010,RICHMOND / STATEN ISLAND
25,3/1/2014,MANHATTAN
33,4/4/2005,QUEENS
1,11/8/2015,RICHMOND / STATEN ISLAND
21,5/6/2019,QUEENS
37,11/7/2010,MANHATTAN
30,7/28/2012,BRONX
43,3/29/2012,MANHATTAN
9,8/9/2010,RICHMOND / STATEN ISLAND
28,3/25/2009,BRONX
2,4/8/2015,RICHMOND / STATEN ISLAND
19,12/26/2018,QUEENS
10,12/22/2019,RICHMOND / STATEN ISLAND
15,10/6/2012,MANHATTAN
34,12/28/2010,QUEENS
31,7/23/2007,MANHATTAN
30,3/8/2010,QUEENS
22,6/14/2015,QUEENS
51,8/2/2006,BRONX
43,12/22/2019,BROOKLYN
12,12/1/2005,RICHMOND / STATEN ISLAND
23,9/28/2020,BROOKLYN
20,6/23/2008,MANHATTAN
28,8/31/2018,BROOKLYN
9,1/27/2010,QUEENS
4,6/5/2021,RICHMOND / STATEN ISLAND
22,6/14/2007,BRONX
84,11/22/2007,BROOKLYN
50,3/30/2007,QUEENS
33,2/24/2005,MANHATTAN
32,12/18/2013,QUEENS
27,9/15/2012,BRONX
22,12/11/2010,MANHATTAN
50,12/25/2019,BROOKLYN
38,6/4/2007,MANHATTAN
24,12/16/2015,QUEENS
9,2/27/2019,QUEENS
25,12/3/2017,BRONX
52,3/21/2015,BROOKLYN
17,1/4/2012,QUEENS
30,3/5/2019,BRONX
2,9/28/2020,RICHMOND / STATEN ISLAND
11,10/12/2018,BRONX
17,8/19/2014,QUEENS
24,1/24/2018,BRONX
19,7/30/2009,BRONX
15,8/30/2007,QUEENS
24,5/11/2013,MANHATTAN
37,4/11/2011,BROOKLYN
17,9/29/2020,MANHATTAN
30,6/9/2011,QUEENS
35,1/10/2011,MANHATTAN
15,12/16/2010,BRONX
24,7/4/2012,MANHATTAN
34,6/8/2021,BROOKLYN
18,12/17/2010,QUEENS
24,3/3/2021,QUEENS
10,3/20/2007,RICHMOND / STATEN ISLAND
40,10/14/2008,BROOKLYN
19,10/26/2019,MANHATTAN
22,1/17/2013,QUEENS
13,9/29/2020,BRONX
28,2/11/2006,QUEENS
35,12/6/2012,BROOKLYN
44,12/5/2008,BROOKLYN
13,4/17/2018,QUEENS
48,2/5/2009,BROOKLYN
35,2/1/2007,MANHATTAN
52,3/25/2016,BROOKLYN
33,7/30/2007,BROOKLYN
6,6/30/2016,RICHMOND / STATEN ISLAND
37,4/21/2016,BRONX
30,2/16/2017,BROOKLYN
27,8/3/2015,QUEENS
58,4/8/2005,BROOKLYN
3,4/11/2013,RICHMOND / STATEN ISLAND
8,9/29/2020,RICHMOND / STATEN ISLAND
27,10/20/2008,QUEENS
30,4/23/2017,MANHATTAN
20,6/20/2019,QUEENS
15,10/19/2010,QUEENS
42,6/2/2006,MANHATTAN
1,8/2/2018,RICHMOND / STATEN ISLAND
12,2/28/2021,MANHATTAN
11,5/8/2018,RICHMOND / STATEN ISLAND
23,4/28/2012,MANHATTAN
11,6/11/2010,RICHMOND / STATEN ISLAND
31,6/9/2013,BRONX
31,9/29/2020,BROOKLYN
29,3/30/2015,BRONX
4,2/18/2013,RICHMOND / STATEN ISLAND
27,4/19/2015,BRONX
22,3/10/2007,QUEENS
21,7/21/2021,QUEENS
23,1/16/2010,MANHATTAN
28,8/23/2007,MANHATTAN
8,12/1/2010,RICHMOND / STATEN ISLAND
24,4/21/2012,QUEENS
18,8/7/2017,QUEENS
36,10/26/2007,MANHATTAN
24,6/23/2009,BRONX
32,4/27/2007,MANHATTAN
14,9/29/2020,QUEENS
45,1/9/2010,BROOKLYN
8,6/4/2006,RICHMOND / STATEN ISLAND
3,10/6/2014,RICHMOND / STATEN ISLAND
23,9/30/2020,MANHATTAN
6,4/13/2013,RICHMOND / STATEN ISLAND
17,9/30/2020,QUEENS
38,9/6/2008,MANHATTAN
31,4/11/2017,BRONX
36,11/22/2019,BROOKLYN
34,1/1/2017,BRONX
23,3/11/2006,BRONX
14,5/16/2007,QUEENS
3,9/30/2020,RICHMOND / STATEN ISLAND
22,7/24/2008,MANHATTAN
11,6/18/2013,BRONX
20,4/12/2021,QUEENS
37,3/24/2012,MANHATTAN
20,10/5/2007,QUEENS
46,1/10/2008,BROOKLYN
30,5/17/2005,BRONX
24,6/14/2011,BROOKLYN
29,7/5/2007,BRONX
6,12/30/2018,RICHMOND / STATEN ISLAND
21,10/31/2009,QUEENS
23,12/8/2016,BRONX
4,7/24/2017,RICHMOND / STATEN ISLAND
23,12/20/2013,QUEENS
17,9/30/2020,BRONX
18,3/25/2019,BROOKLYN
30,4/2/2009,BROOKLYN
44,3/24/2019,BROOKLYN
11,9/12/2011,RICHMOND / STATEN ISLAND
29,4/9/2009,BROOKLYN
21,4/4/2011,QUEENS
16,8/26/2014,QUEENS
17,12/19/2012,QUEENS
20,11/14/2017,QUEENS
47,7/20/2010,BROOKLYN
38,6/13/2006,BRONX
4,5/21/2011,RICHMOND / STATEN ISLAND
5,10/27/2016,RICHMOND / STATEN ISLAND
29,9/30/2020,BROOKLYN
32,10/31/2014,QUEENS
19,10/1/2020,MANHATTAN
25,1/14/2009,BRONX
29,9/16/2017,MANHATTAN
47,12/19/2007,MANHATTAN
22,11/26/2017,QUEENS
6,4/22/2005,RICHMOND / STATEN ISLAND
53,2/2/2015,QUEENS
22,10/7/2019,QUEENS
35,12/7/2019,BRONX
23,5/5/2009,BROOKLYN
51,12/24/2005,QUEENS
9,6/8/2010,RICHMOND / STATEN ISLAND
21,11/4/2010,BRONX
24,5/28/2016,BRONX
17,8/14/2014,BROOKLYN
44,2/5/2012,MANHATTAN
23,1/9/2011,BRONX
12,7/25/2015,BRONX
34,9/29/2006,BROOKLYN
16,6/25/2014,QUEENS
11,10/1/2020,QUEENS
16,7/2/2012,RICHMOND / STATEN ISLAND
53,10/3/2005,BROOKLYN
26,3/12/2021,BRONX
24,10/23/2011,QUEENS
4,1/1/2011,RICHMOND / STATEN ISLAND
17,4/5/2021,QUEENS
23,12/10/2014,BROOKLYN
22,5/14/2018,MANHATTAN
6,5/31/2011,RICHMOND / STATEN ISLAND
57,6/30/2010,BROOKLYN
6,10/6/2012,RICHMOND / STATEN ISLAND
41,4/10/2016,BROOKLYN
26,9/30/2017,BRONX
6,2/28/2005,RICHMOND / STATEN ISLAND
22,5/28/2018,BRONX
19,5/23/2019,MANHATTAN
31,8/28/2015,BROOKLYN
21,6/21/2013,BRONX
22,7/19/2008,MANHATTAN
51,2/2/2021,MANHATTAN
7,8/16/2011,RICHMOND / STATEN ISLAND
41,8/6/2010,BROOKLYN
24,10/11/2006,MANHATTAN
3,4/3/2005,RICHMOND / STATEN ISLAND
15,9/5/2014,QUEENS
24,7/12/2019,BROOKLYN
81,1/28/2015,BROOKLYN
31,2/23/2014,BRONX
13,8/13/2013,BRONX
7,8/25/2019,RICHMOND / STATEN ISLAND
5,5/20/2006,RICHMOND / STATEN ISLAND
4,7/21/2015,RICHMOND / STATEN ISLAND
22,3/24/2019,QUEENS
33,7/9/2006,BRONX
31,2/13/2009,QUEENS
29,11/23/2008,BRONX
11,6/18/2009,BRONX
25,2/14/2013,BROOKLYN
6,9/4/2006,RICHMOND / STATEN ISLAND
3,6/8/2018,RICHMOND / STATEN ISLAND
18,8/25/2014,MANHATTAN
22,6/13/2010,QUEENS
4,1/7/2005,RICHMOND / STATEN ISLAND
26,2/5/2017,BRONX
33,4/20/2010,BROOKLYN
40,5/28/2005,BROOKLYN
27,1/7/2019,QUEENS
22,5/29/2013,QUEENS
41,9/16/2006,BROOKLYN
6,10/1/2020,RICHMOND / STATEN ISLAND
18,9/17/2014,BRONX
30,8/2/2018,BROOKLYN
15,5/3/2011,QUEENS
43,2/20/2008,BROOKLYN
30,7/6/2005,QUEENS
27,11/12/2010,BRONX
24,6/10/2017,QUEENS
27,10/3/2005,BRONX
3,1/2/2016,RICHMOND / STATEN ISLAND
10,8/20/2018,MANHATTAN
25,9/7/2013,QUEENS
22,10/1/2020,BROOKLYN
33,1/9/2010,BRONX
6,9/6/2014,RICHMOND / STATEN ISLAND
31,6/7/2009,BRONX
7,5/4/2021,RICHMOND / STATEN ISLAND
23,9/27/2014,BRONX
20,10/4/2018,MANHATTAN
16,8/17/2011,MANHATTAN
13,12/21/2011,BRONX
40,12/2/2006,BROOKLYN
26,9/22/2008,BROOKLYN
28,5/9/2008,MANHATTAN
149,4/22/2016,BROOKLYN
34,12/26/2009,BRONX
14,11/7/2018,BRONX
35,5/27/2006,BROOKLYN
10,4/22/2016,RICHMOND / STATEN ISLAND
9,2/2/2017,RICHMOND / STATEN ISLAND
26,7/20/2011,BRONX
25,9/20/2005,BRONX
26,5/24/2006,BRONX
1,6/15/2014,RICHMOND / STATEN ISLAND
17,9/6/2017,BRONX
1,10/15/2019,RICHMOND / STATEN ISLAND
25,5/14/2012,BROOKLYN
35,3/25/2007,QUEENS
24,9/8/2007,MANHATTAN
44,12/18/2017,BRONX
34,12/29/2009,BROOKLYN
41,8/11/2011,BROOKLYN
36,3/18/2013,BROOKLYN
20,9/26/2018,BROOKLYN
20,4/7/2008,MANHATTAN
38,3/15/2009,MANHATTAN
30,9/23/2018,BROOKLYN
32,3/7/2021,BRONX
19,4/19/2019,QUEENS
32,5/21/2016,MANHATTAN
54,11/18/2005,BROOKLYN
5,4/15/2018,RICHMOND / STATEN ISLAND
43,6/6/2006,BROOKLYN
8,6/16/2011,RICHMOND / STATEN ISLAND
27,7/5/2008,QUEENS
5,6/21/2013,RICHMOND / STATEN ISLAND
35,5/30/2006,MANHATTAN
36,11/28/2014,BROOKLYN
25,5/26/2016,BRONX
17,4/6/2021,BRONX
25,2/26/2013,QUEENS
16,12/7/2016,MANHATTAN
31,4/11/2017,QUEENS
24,8/25/2012,QUEENS
62,4/3/2011,BROOKLYN
7,5/17/2010,RICHMOND / STATEN ISLAND
26,11/6/2007,BRONX
31,10/29/2010,BRONX
35,10/13/2009,BRONX
26,3/16/2007,BRONX
21,4/15/2019,MANHATTAN
8,2/26/2010,RICHMOND / STATEN ISLAND
43,1/23/2019,BROOKLYN
15,9/12/2008,BRONX
6,2/2/2005,RICHMOND / STATEN ISLAND
26,8/16/2014,BRONX
18,6/3/2014,MANHATTAN
21,10/8/2006,QUEENS
33,1/4/2015,BRONX
12,8/27/2013,QUEENS
22,3/21/2012,BRONX
5,9/2/2010,RICHMOND / STATEN ISLAND
2,3/20/2009,RICHMOND / STATEN ISLAND
19,2/13/2012,BROOKLYN
45,3/17/2017,MANHATTAN
17,4/9/2010,QUEENS
25,5/6/2018,QUEENS
19,5/24/2019,BRONX
24,8/29/2006,BRONX
26,2/4/2019,BRONX
24,7/12/2014,MANHATTAN
8,6/3/2015,RICHMOND / STATEN ISLAND
17,6/30/2006,MANHATTAN
27,8/13/2010,MANHATTAN
31,9/24/2012,BROOKLYN
54,4/20/2012,BROOKLYN
51,4/9/2006,BROOKLYN
20,2/27/2013,MANHATTAN
35,3/11/2016,BROOKLYN
29,4/21/2010,MANHATTAN
26,8/31/2014,BROOKLYN
26,9/14/2008,QUEENS
15,10/1/2020,BRONX
24,10/1/2018,QUEENS
26,4/22/2017,QUEENS
34,2/9/2010,QUEENS
9,8/31/2010,RICHMOND / STATEN ISLAND
11,3/20/2014,RICHMOND / STATEN ISLAND
28,5/24/2011,MANHATTAN
2,2/1/2008,RICHMOND / STATEN ISLAND
36,5/21/2015,BROOKLYN
23,5/29/2021,MANHATTAN
36,12/21/2017,MANHATTAN
36,10/4/2012,BROOKLYN
21,8/8/2018,QUEENS
6,6/21/2017,RICHMOND / STATEN ISLAND
8,10/2/2020,RICHMOND / STATEN ISLAND
17,8/2/2011,BRONX
5,7/1/2018,RICHMOND / STATEN ISLAND
3,7/10/2012,RICHMOND / STATEN ISLAND
27,4/30/2021,MANHATTAN
11,12/23/2015,RICHMOND / STATEN ISLAND
41,11/30/2010,BROOKLYN
196,4/18/2008,BROOKLYN
25,2/2/2013,QUEENS
31,3/6/2011,MANHATTAN
27,7/28/2007,QUEENS
32,8/8/2008,MANHATTAN
15,3/5/2012,BRONX
30,10/1/2014,BROOKLYN
19,2/19/2010,BRONX
10,2/11/2007,RICHMOND / STATEN ISLAND
19,8/17/2012,QUEENS
25,12/23/2014,BROOKLYN
2,1/15/2011,RICHMOND / STATEN ISLAND
26,5/15/2009,MANHATTAN
39,7/18/2005,BROOKLYN
16,5/10/2019,BRONX
6,3/30/2019,RICHMOND / STATEN ISLAND
21,2/24/2013,QUEENS
24,4/1/2019,BRONX
15,1/19/2010,RICHMOND / STATEN ISLAND
23,6/20/2019,BRONX
28,1/24/2006,BRONX
9,10/2/2020,BRONX
29,10/21/2014,MANHATTAN
2,9/3/2019,RICHMOND / STATEN ISLAND
5,6/4/2010,RICHMOND / STATEN ISLAND
47,6/11/2017,BROOKLYN
32,7/19/2017,QUEENS
41,4/17/2008,BROOKLYN
21,1/22/2017,BRONX
25,3/8/2006,BRONX
15,4/1/2011,BRONX
38,11/19/2006,MANHATTAN
22,11/3/2009,MANHATTAN
38,7/9/2012,BROOKLYN
8,4/18/2006,RICHMOND / STATEN ISLAND
50,11/20/2012,BROOKLYN
13,8/3/2011,BRONX
14,7/15/2017,QUEENS
20,5/12/2017,QUEENS
5,10/31/2007,RICHMOND / STATEN ISLAND
32,12/24/2014,QUEENS
2,6/28/2006,RICHMOND / STATEN ISLAND
16,6/16/2021,BRONX
5,3/15/2021,RICHMOND / STATEN ISLAND
43,3/23/2010,BROOKLYN
18,10/27/2014,QUEENS
60,1/1/2017,BROOKLYN
14,3/11/2013,QUEENS
27,12/18/2007,QUEENS
13,10/15/2010,RICHMOND / STATEN ISLAND
22,9/29/2006,BRONX
33,10/8/2014,BROOKLYN
82,1/5/2014,QUEENS
32,12/25/2011,QUEENS
33,10/2/2020,BROOKLYN
51,3/15/2014,QUEENS
27,1/19/2015,BROOKLYN
9,4/1/2007,RICHMOND / STATEN ISLAND
13,12/10/2014,QUEENS
26,12/6/2009,BRONX
14,10/19/2011,BRONX
29,9/13/2018,BROOKLYN
4,11/26/2013,RICHMOND / STATEN ISLAND
12,10/2/2020,MANHATTAN
6,8/31/2005,RICHMOND / STATEN ISLAND
3,3/3/2014,RICHMOND / STATEN ISLAND
6,11/4/2012,RICHMOND / STATEN ISLAND
21,5/30/2013,BROOKLYN
6,9/15/2015,RICHMOND / STATEN ISLAND
26,10/5/2012,MANHATTAN
31,1/9/2015,QUEENS
22,9/9/2012,QUEENS
27,1/13/2010,BRONX
19,8/22/2006,QUEENS
53,3/24/2007,BROOKLYN
25,11/12/2007,BRONX
16,1/20/2018,QUEENS
35,1/19/2013,BROOKLYN
52,12/4/2005,BROOKLYN
38,4/9/2016,BROOKLYN
33,8/31/2016,MANHATTAN
28,3/3/2018,QUEENS
124,2/4/2014,BROOKLYN
4,5/5/2011,RICHMOND / STATEN ISLAND
48,11/20/2011,BROOKLYN
22,10/6/2015,QUEENS
7,12/18/2005,RICHMOND / STATEN ISLAND
2,10/14/2019,RICHMOND / STATEN ISLAND
21,5/8/2016,MANHATTAN
11,11/23/2008,RICHMOND / STATEN ISLAND
29,6/19/2009,BROOKLYN
35,7/13/2005,MANHATTAN
18,10/2/2018,BRONX
37,12/7/2006,BRONX
3,2/10/2005,RICHMOND / STATEN ISLAND
7,8/12/2007,RICHMOND / STATEN ISLAND
9,8/20/2006,RICHMOND / STATEN ISLAND
23,12/22/2006,BRONX
49,2/19/2010,BROOKLYN
28,3/10/2016,QUEENS
28,6/5/2009,BROOKLYN
34,3/17/2005,MANHATTAN
18,3/29/2021,QUEENS
30,3/8/2009,QUEENS
32,10/7/2008,QUEENS
18,5/15/2011,BRONX
5,1/9/2007,RICHMOND / STATEN ISLAND
21,8/28/2015,MANHATTAN
26,4/7/2010,BRONX
39,7/4/2017,QUEENS
15,10/10/2013,BRONX
55,5/4/2007,BROOKLYN
4,4/1/2019,RICHMOND / STATEN ISLAND
5,5/9/2007,RICHMOND / STATEN ISLAND
34,6/2/2010,MANHATTAN
4,11/20/2013,RICHMOND / STATEN ISLAND
29,1/27/2009,BRONX
8,4/27/2011,RICHMOND / STATEN ISLAND
25,4/23/2014,BRONX
22,10/2/2020,QUEENS
50,4/20/2005,MANHATTAN
22,2/15/2017,QUEENS
27,6/27/2006,BRONX
39,2/10/2006,BROOKLYN
43,10/3/2020,BROOKLYN
24,9/10/2019,MANHATTAN
23,4/5/2018,BRONX
23,8/2/2016,QUEENS
27,1/12/2016,MANHATTAN
19,10/24/2019,QUEENS
7,8/25/2015,RICHMOND / STATEN ISLAND
23,5/11/2017,QUEENS
9,6/8/2014,RICHMOND / STATEN ISLAND
6,11/18/2009,RICHMOND / STATEN ISLAND
30,10/9/2015,MANHATTAN
26,11/8/2005,BRONX
34,12/27/2005,MANHATTAN
26,9/27/2007,MANHATTAN
34,5/27/2021,BROOKLYN
35,7/10/2006,BROOKLYN
2,4/6/2007,RICHMOND / STATEN ISLAND
20,10/29/2019,BRONX
35,1/31/2007,QUEENS
38,12/28/2005,BROOKLYN
30,7/7/2021,QUEENS
18,12/3/2013,QUEENS
24,10/21/2009,BRONX
18,2/17/2010,QUEENS
26,2/24/2019,MANHATTAN
33,2/19/2006,BRONX
26,10/3/2020,BRONX
21,8/28/2017,QUEENS
10,7/7/2007,RICHMOND / STATEN ISLAND
9,11/22/2015,RICHMOND / STATEN ISLAND
39,3/27/2012,QUEENS
25,2/29/2016,MANHATTAN
39,1/18/2006,BRONX
26,3/11/2016,BRONX
20,1/5/2015,MANHATTAN
41,12/4/2006,BROOKLYN
26,6/14/2012,BROOKLYN
40,2/6/2014,QUEENS
21,10/24/2009,QUEENS
3,9/3/2009,RICHMOND / STATEN ISLAND
30,11/29/2017,QUEENS
24,9/18/2005,MANHATTAN
23,7/9/2021,BRONX
21,7/19/2019,BRONX
40,1/18/2006,QUEENS
17,1/12/2017,BRONX
38,9/25/2005,BRONX
28,12/15/2007,BRONX
22,7/17/2007,BRONX
27,9/7/2015,BRONX
4,10/28/2015,RICHMOND / STATEN ISLAND
27,8/20/2007,MANHATTAN
20,3/12/2014,BRONX
33,11/3/2014,BROOKLYN
29,1/23/2019,BRONX
9,3/6/2021,RICHMOND / STATEN ISLAND
20,9/3/2018,QUEENS
38,11/1/2005,BROOKLYN
23,7/26/2013,MANHATTAN
18,2/23/2021,MANHATTAN
10,2/1/2016,RICHMOND / STATEN ISLAND
38,11/12/2005,BRONX
7,2/23/2015,RICHMOND / STATEN ISLAND
7,8/29/2006,RICHMOND / STATEN ISLAND
35,6/11/2008,BROOKLYN
23,8/23/2019,MANHATTAN
18,8/30/2018,BRONX
42,12/23/2013,QUEENS
18,11/2/2009,MANHATTAN
7,9/15/2016,RICHMOND / STATEN ISLAND
36,1/31/2016,MANHATTAN
3,10/3/2020,RICHMOND / STATEN ISLAND
12,4/14/2021,QUEENS
8,7/4/2008,RICHMOND / STATEN ISLAND
29,12/29/2010,QUEENS
39,6/3/2005,MANHATTAN
20,11/29/2007,MANHATTAN
35,8/15/2014,MANHATTAN
19,3/25/2017,QUEENS
4,10/24/2006,RICHMOND / STATEN ISLAND
18,4/24/2014,RICHMOND / STATEN ISLAND
27,6/22/2019,BROOKLYN
39,12/14/2018,BROOKLYN
33,1/10/2013,BROOKLYN
17,7/31/2014,QUEENS
33,10/21/2006,QUEENS
27,9/4/2006,QUEENS
31,10/22/2010,QUEENS
33,4/21/2021,BROOKLYN
32,12/30/2012,QUEENS
29,3/5/2009,QUEENS
18,5/18/2007,QUEENS
4,1/8/2016,RICHMOND / STATEN ISLAND
7,2/8/2018,RICHMOND / STATEN ISLAND
29,3/29/2019,BROOKLYN
52,12/21/2005,BROOKLYN
26,5/5/2006,BRONX
17,5/2/2012,BRONX
26,4/8/2017,BRONX
28,8/23/2007,BROOKLYN
34,10/1/2006,MANHATTAN
22,5/24/2016,BROOKLYN
11,7/14/2012,RICHMOND / STATEN ISLAND
37,5/25/2015,BROOKLYN
43,3/28/2013,BROOKLYN
2,8/16/2008,RICHMOND / STATEN ISLAND
22,3/17/2014,BRONX
38,2/8/2013,BROOKLYN
8,1/19/2006,RICHMOND / STATEN ISLAND
29,11/6/2017,BROOKLYN
11,9/15/2012,RICHMOND / STATEN ISLAND
22,2/22/2007,QUEENS
22,4/23/2019,QUEENS
28,4/29/2009,MANHATTAN
20,9/18/2012,MANHATTAN
35,4/3/2016,BROOKLYN
50,12/20/2016,BROOKLYN
2,6/2/2018,RICHMOND / STATEN ISLAND
31,4/13/2008,MANHATTAN
32,12/24/2007,QUEENS
25,4/3/2019,BRONX
25,1/6/2016,QUEENS
18,6/23/2014,BRONX
24,10/3/2020,MANHATTAN
26,1/31/2011,MANHATTAN
45,4/15/2008,BROOKLYN
30,5/2/2013,MANHATTAN
46,1/26/2005,QUEENS
20,10/2/2013,BROOKLYN
13,9/10/2019,QUEENS
32,4/30/2018,BROOKLYN
22,12/6/2012,BRONX
25,10/3/2020,QUEENS
1,8/27/2009,RICHMOND / STATEN ISLAND
23,10/19/2009,MANHATTAN
28,12/2/2011,MANHATTAN
15,4/27/2018,MANHATTAN
2,11/13/2019,RICHMOND / STATEN ISLAND
33,11/10/2013,BRONX
24,10/22/2019,BROOKLYN
19,10/28/2015,QUEENS
25,5/28/2013,BROOKLYN
18,3/11/2019,BRONX
