STARFIRE_INCIDENT_ID,INCIDENT_DATETIME,INCIDENT_BOROUGH
36,4/9/2018,BROOKLYN
20,4/25/2020,MANHATTAN
27,3/6/2012,BROOKLYN
20,7/29/2011,QUEENS
54,2/7/2007,BROOKLYN
13,4/27/2019,BRONX
7,4/20/2009,RICHMOND / STATEN ISLAND
46,2/13/2015,BROOKLYN
18,10/28/2009,MANHATTAN
14,4/21/2008,BRONX
32,8/17/2011,BROOKLYN
49,4/20/2008,BROOKLYN
36,10/28/2012,BROOKLYN
17,9/13/2012,BRONX
4,3/2/2010,RICHMOND / STATEN ISLAND
27,8/4/2008,MANHATTAN
28,3/19/2012,MANHATTAN
21,4/6/2019,BRONX
21,8/13/2009,BROOKLYN
21,10/11/2016,QUEENS
11,7/22/2021,BRONX
26,4/27/2013,MANHATTAN
22,9/21/2018,BRONX
5,12/8/2018,RICHMOND / STATEN ISLAND
11,5/5/2021,BRONX
31,11/27/2016,BROOKLYN
18,4/25/2020,BRONX
35,4/25/2020,BROOKLYN
22,3/31/2018,QUEENS
34,2/12/2015,MANHATTAN
6,4/26/2020,RICHMOND / STATEN ISLAND
21,11/23/2009,MANHATTAN
29,5/16/2021,MANHATTAN
4,1/25/2011,RICHMOND / STATEN ISLAND
21,2/8/2012,BROOKLYN
28,6/12/2019,MANHATTAN
25,10/19/2016,BROOKLYN
9,6/28/2014,RICHMOND / STATEN ISLAND
33,4/19/2016,QUEENS
21,7/17/2011,MANHATTAN
40,5/5/2014,QUEENS
25,1/11/2011,MANHATTAN
34,10/18/2011,BROOKLYN
37,11/29/2009,QUEENS
30,8/29/2009,BROOKLYN
30,2/9/2017,BRONX
53,5/25/2016,BROOKLYN
6,11/17/2007,RICHMOND / STATEN ISLAND
32,4/26/2020,BROOKLYN
2,3/11/2008,RICHMOND / STATEN ISLAND
21,9/23/2011,BRONX
45,1/11/2007,BROOKLYN
30,4/15/2018,BRONX
34,12/11/2005,BROOKLYN
26,12/7/2015,QUEENS
24,2/28/2012,BRONX
9,2/12/2006,RICHMOND / STATEN ISLAND
39,10/19/2005,BROOKLYN
7,8/25/2006,RICHMOND / STATEN ISLAND
20,9/27/2008,MANHATTAN
32,7/2/2009,MANHATTAN
33,7/21/2006,MANHATTAN
21,4/9/2015,MANHATTAN
23,7/1/2014,BROOKLYN
33,9/26/2015,MANHATTAN
19,8/23/2011,BRONX
25,4/1/2012,MANHATTAN
21,5/18/2016,QUEENS
49,2/20/2019,QUEENS
4,8/13/2009,RICHMOND / STATEN ISLAND
39,3/31/2006,BRONX
5,6/29/2013,RICHMOND / STATEN ISLAND
26,12/6/2010,QUEENS
41,3/23/2013,BROOKLYN
44,12/22/2016,MANHATTAN
36,2/28/2009,MANHATTAN
53,2/26/2007,QUEENS
27,2/21/2019,MANHATTAN
34,2/5/2015,QUEENS
8,3/26/2016,RICHMOND / STATEN ISLAND
16,5/29/2012,BRONX
28,2/25/2006,QUEENS
22,9/29/2018,MANHATTAN
25,10/28/2012,BRONX
30,11/2/2006,BRONX
43,5/19/2005,BROOKLYN
14,4/26/2020,QUEENS
15,3/27/2015,BRONX
26,5/12/2019,BROOKLYN
20,11/29/2015,QUEENS
31,4/3/2007,MANHATTAN
32,11/1/2009,BROOKLYN
22,1/14/2019,QUEENS
20,11/4/2011,MANHATTAN
13,11/23/2006,RICHMOND / STATEN ISLAND
32,5/29/2014,BROOKLYN
8,9/27/2017,RICHMOND / STATEN ISLAND
15,8/26/2010,BRONX
16,12/26/2017,BRONX
30,1/13/2011,QUEENS
23,10/11/2013,BRONX
19,2/23/2011,MANHATTAN
28,1/30/2016,MANHATTAN
78,11/26/2015,BROOKLYN
7,7/7/2012,RICHMOND / STATEN ISLAND
29,11/4/2006,QUEENS
3,5/14/2019,RICHMOND / STATEN ISLAND
38,9/14/2012,MANHATTAN
5,1/11/2012,RICHMOND / STATEN ISLAND
27,11/27/2007,QUEENS
26,3/1/2018,QUEENS
7,11/10/2008,RICHMOND / STATEN ISLAND
19,8/2/2018,MANHATTAN
15,11/29/2014,QUEENS
26,4/26/2020,BRONX
24,12/12/2011,MANHATTAN
35,3/4/2019,BRONX
16,4/26/2020,MANHATTAN
44,12/22/2010,BROOKLYN
26,10/29/2019,BROOKLYN
39,4/11/2009,BROOKLYN
23,12/13/2017,BROOKLYN
205,4/3/2015,BROOKLYN
17,2/14/2015,QUEENS
7,7/7/2021,RICHMOND / STATEN ISLAND
6,4/23/2006,RICHMOND / STATEN ISLAND
22,9/16/2006,QUEENS
17,4/25/2006,BRONX
3,8/8/2019,RICHMOND / STATEN ISLAND
17,4/27/2020,QUEENS
29,8/29/2015,BROOKLYN
128,10/31/2012,BROOKLYN
19,5/14/2010,QUEENS
23,7/13/2016,BROOKLYN
17,6/10/2021,MANHATTAN
10,3/22/2014,RICHMOND / STATEN ISLAND
20,12/28/2017,BRONX
28,11/10/2009,QUEENS
44,11/28/2013,MANHATTAN
26,9/8/2010,QUEENS
25,12/22/2013,BRONX
47,10/18/2008,BROOKLYN
18,11/24/2019,BRONX
23,11/15/2006,BRONX
17,3/10/2010,BRONX
11,4/15/2012,RICHMOND / STATEN ISLAND
21,11/9/2006,BRONX
28,5/27/2015,BROOKLYN
23,6/11/2014,MANHATTAN
14,12/9/2009,BRONX
11,12/12/2010,RICHMOND / STATEN ISLAND
19,7/31/2017,BRONX
18,7/18/2019,MANHATTAN
25,11/7/2007,BROOKLYN
7,10/4/2005,RICHMOND / STATEN ISLAND
28,10/17/2006,BROOKLYN
18,8/22/2011,BRONX
44,12/24/2014,BRONX
16,7/1/2013,BRONX
26,1/31/2006,MANHATTAN
27,3/7/2012,BROOKLYN
4,9/8/2011,RICHMOND / STATEN ISLAND
63,5/17/2005,BROOKLYN
5,10/4/2010,RICHMOND / STATEN ISLAND
37,1/13/2008,BROOKLYN
27,12/14/2009,MANHATTAN
16,9/27/2011,QUEENS
24,2/19/2008,MANHATTAN
22,8/31/2013,MANHATTAN
15,7/18/2018,QUEENS
41,1/30/2005,MANHATTAN
27,11/8/2011,BRONX
5,4/27/2020,RICHMOND / STATEN ISLAND
40,11/19/2011,BROOKLYN
25,8/22/2018,QUEENS
28,4/27/2020,BROOKLYN
29,1/4/2011,BRONX
27,6/21/2019,BROOKLYN
8,7/25/2009,RICHMOND / STATEN ISLAND
8,10/2/2018,RICHMOND / STATEN ISLAND
26,4/29/2005,BRONX
64,2/1/2015,BROOKLYN
23,10/16/2011,BRONX
28,11/6/2005,QUEENS
25,3/12/2017,BRONX
51,3/19/2013,BROOKLYN
4,1/18/2014,RICHMOND / STATEN ISLAND
8,9/10/2005,RICHMOND / STATEN ISLAND
15,10/24/2019,MANHATTAN
6,1/3/2006,RICHMOND / STATEN ISLAND
19,10/27/2007,BRONX
16,8/4/2018,QUEENS
18,8/27/2006,BRONX
7,7/19/2017,RICHMOND / STATEN ISLAND
15,4/27/2020,MANHATTAN
40,5/24/2021,BROOKLYN
31,11/15/2007,BROOKLYN
24,8/12/2013,BROOKLYN
26,2/2/2010,BRONX
28,1/6/2012,QUEENS
21,10/23/2013,MANHATTAN
3,7/30/2021,RICHMOND / STATEN ISLAND
28,3/2/2005,QUEENS
36,2/9/2007,BRONX
46,8/31/2011,BROOKLYN
5,3/29/2009,RICHMOND / STATEN ISLAND
4,6/19/2017,RICHMOND / STATEN ISLAND
16,1/15/2015,BRONX
23,9/2/2016,MANHATTAN
39,9/18/2010,BROOKLYN
20,5/19/2006,QUEENS
5,2/1/2015,RICHMOND / STATEN ISLAND
35,2/11/2006,BRONX
4,6/12/2005,RICHMOND / STATEN ISLAND
22,8/21/2011,BRONX
16,7/1/2016,MANHATTAN
28,6/28/2017,BRONX
35,12/24/2010,MANHATTAN
17,4/27/2020,BRONX
6,4/17/2011,RICHMOND / STATEN ISLAND
38,1/21/2011,BROOKLYN
27,8/24/2009,BROOKLYN
17,9/7/2017,BROOKLYN
4,10/3/2012,RICHMOND / STATEN ISLAND
20,4/11/2014,BRONX
4,6/24/2009,RICHMOND / STATEN ISLAND
8,12/9/2014,RICHMOND / STATEN ISLAND
40,2/2/2009,BROOKLYN
22,11/1/2010,BRONX
34,12/1/2017,MANHATTAN
33,7/25/2014,BROOKLYN
37,12/21/2017,QUEENS
28,7/18/2012,QUEENS
16,4/28/2020,MANHATTAN
20,5/27/2021,BRONX
20,12/23/2010,BRONX
34,12/31/2014,BRONX
4,1/1/2016,RICHMOND / STATEN ISLAND
60,12/11/2006,BROOKLYN
24,8/24/2013,BROOKLYN
32,4/28/2020,BROOKLYN
27,5/7/2008,QUEENS
39,8/25/2014,BROOKLYN
26,10/29/2008,QUEENS
22,4/7/2007,QUEENS
18,10/8/2019,BRONX
14,5/31/2019,MANHATTAN
24,11/1/2015,QUEENS
3,4/9/2019,RICHMOND / STATEN ISLAND
1,12/10/2009,RICHMOND / STATEN ISLAND
31,1/13/2006,QUEENS
14,12/26/2012,MANHATTAN
27,1/27/2016,BRONX
18,6/26/2018,QUEENS
27,1/14/2008,BRONX
26,3/7/2007,BRONX
28,6/3/2006,QUEENS
6,6/7/2011,RICHMOND / STATEN ISLAND
41,3/1/2009,BROOKLYN
27,1/30/2010,MANHATTAN
28,7/26/2021,BRONX
22,10/13/2018,QUEENS
20,1/13/2014,QUEENS
36,3/28/2011,MANHATTAN
24,5/27/2013,QUEENS
30,11/18/2012,BRONX
16,10/3/2013,QUEENS
4,1/17/2008,RICHMOND / STATEN ISLAND
39,3/25/2006,BROOKLYN
69,6/8/2008,BROOKLYN
3,10/5/2009,RICHMOND / STATEN ISLAND
27,6/10/2012,QUEENS
26,6/8/2017,MANHATTAN
38,11/19/2008,BROOKLYN
21,4/28/2020,BRONX
35,4/29/2015,BROOKLYN
19,8/22/2012,QUEENS
39,9/9/2005,QUEENS
10,5/21/2010,RICHMOND / STATEN ISLAND
18,4/28/2020,QUEENS
35,8/21/2008,MANHATTAN
14,1/4/2018,RICHMOND / STATEN ISLAND
47,11/25/2010,MANHATTAN
13,10/17/2014,BRONX
45,8/7/2007,BROOKLYN
5,4/28/2020,RICHMOND / STATEN ISLAND
5,2/11/2005,RICHMOND / STATEN ISLAND
46,11/5/2007,BROOKLYN
40,2/14/2021,QUEENS
24,3/5/2005,QUEENS
45,10/20/2013,BROOKLYN
23,1/9/2012,BRONX
16,11/19/2009,BRONX
30,5/29/2012,MANHATTAN
10,4/29/2020,RICHMOND / STATEN ISLAND
11,10/11/2014,RICHMOND / STATEN ISLAND
13,4/29/2020,QUEENS
19,6/13/2021,MANHATTAN
23,3/30/2018,MANHATTAN
21,9/18/2010,BRONX
24,10/14/2018,MANHATTAN
21,6/4/2008,QUEENS
30,7/16/2008,MANHATTAN
25,3/31/2013,BROOKLYN
3,8/31/2017,RICHMOND / STATEN ISLAND
16,4/29/2020,BRONX
25,2/16/2008,BRONX
14,4/5/2012,RICHMOND / STATEN ISLAND
32,4/21/2018,QUEENS
49,8/3/2006,BROOKLYN
32,7/19/2016,BRONX
23,12/12/2010,QUEENS
16,4/25/2021,QUEENS
6,9/1/2005,RICHMOND / STATEN ISLAND
34,4/29/2016,MANHATTAN
18,4/7/2014,BRONX
32,8/20/2007,BROOKLYN
29,8/23/2015,MANHATTAN
13,4/29/2020,MANHATTAN
27,4/29/2020,BROOKLYN
29,4/1/2019,BROOKLYN
3,2/21/2005,RICHMOND / STATEN ISLAND
23,3/12/2013,MANHATTAN
20,1/18/2013,QUEENS
39,5/22/2019,BROOKLYN
39,1/18/2009,QUEENS
13,4/30/2020,MANHATTAN
27,5/29/2011,MANHATTAN
26,9/20/2009,QUEENS
24,11/12/2006,BRONX
29,11/5/2005,QUEENS
29,9/10/2005,MANHATTAN
40,12/30/2009,QUEENS
18,9/8/2016,QUEENS
2,7/1/2021,RICHMOND / STATEN ISLAND
15,1/30/2006,QUEENS
3,7/21/2013,RICHMOND / STATEN ISLAND
17,12/27/2013,BRONX
13,4/30/2020,BRONX
19,4/6/2016,QUEENS
25,5/8/2010,BRONX
11,9/4/2012,QUEENS
41,6/6/2005,MANHATTAN
19,11/2/2013,MANHATTAN
28,7/11/2015,BROOKLYN
25,8/16/2005,QUEENS
5,5/26/2013,RICHMOND / STATEN ISLAND
16,7/29/2013,QUEENS
2,5/24/2005,RICHMOND / STATEN ISLAND
41,5/4/2006,BROOKLYN
11,4/30/2020,QUEENS
23,4/30/2020,BROOKLYN
50,6/1/2008,BROOKLYN
49,12/28/2009,MANHATTAN
31,1/1/2014,QUEENS
25,11/18/2014,QUEENS
14,4/12/2010,RICHMOND / STATEN ISLAND
25,9/11/2018,QUEENS
18,9/9/2014,MANHATTAN
36,5/17/2007,BROOKLYN
5,4/30/2020,RICHMOND / STATEN ISLAND
54,2/10/2006,MANHATTAN
31,7/16/2012,BROOKLYN
23,10/2/2009,BRONX
30,9/19/2006,BROOKLYN
32,1/13/2009,BRONX
44,7/17/2009,BROOKLYN
26,5/8/2012,BROOKLYN
1,12/26/2017,RICHMOND / STATEN ISLAND
22,4/26/2014,BRONX
27,12/6/2007,BRONX
15,12/1/2014,BRONX
15,4/25/2018,QUEENS
5,5/1/2020,RICHMOND / STATEN ISLAND
32,11/18/2009,MANHATTAN
7,5/17/2019,RICHMOND / STATEN ISLAND
48,12/24/2005,MANHATTAN
49,1/3/2006,BROOKLYN
40,5/23/2008,MANHATTAN
46,2/21/2021,BROOKLYN
30,8/26/2018,BROOKLYN
21,11/5/2017,BRONX
30,5/7/2006,QUEENS
14,5/12/2013,QUEENS
12,4/28/2016,QUEENS
31,1/15/2010,BRONX
17,12/3/2014,BRONX
23,2/12/2007,QUEENS
23,12/30/2008,QUEENS
42,7/17/2007,MANHATTAN
30,4/28/2019,MANHATTAN
4,5/21/2021,RICHMOND / STATEN ISLAND
15,1/4/2016,QUEENS
9,10/19/2016,RICHMOND / STATEN ISLAND
7,11/26/2012,RICHMOND / STATEN ISLAND
24,9/21/2013,BROOKLYN
32,12/17/2006,BRONX
29,6/14/2013,BROOKLYN
3,9/8/2006,RICHMOND / STATEN ISLAND
24,6/1/2008,QUEENS
25,8/16/2011,BROOKLYN
28,5/13/2012,MANHATTAN
6,7/6/2015,RICHMOND / STATEN ISLAND
18,12/13/2015,BRONX
32,4/15/2015,BROOKLYN
18,2/15/2013,BRONX
29,5/1/2020,BROOKLYN
29,4/7/2016,BROOKLYN
45,1/13/2018,BROOKLYN
43,4/25/2008,BRONX
37,5/1/2013,BROOKLYN
1,12/27/2007,RICHMOND / STATEN ISLAND
13,11/17/2011,QUEENS
35,4/3/2005,QUEENS
26,8/21/2015,BRONX
27,5/4/2007,MANHATTAN
21,11/24/2006,MANHATTAN
9,7/16/2011,RICHMOND / STATEN ISLAND
23,3/31/2008,QUEENS
29,11/7/2010,QUEENS
12,11/5/2012,RICHMOND / STATEN ISLAND
3,5/8/2008,RICHMOND / STATEN ISLAND
44,1/11/2014,MANHATTAN
28,11/28/2008,MANHATTAN
4,2/7/2011,RICHMOND / STATEN ISLAND
35,7/3/2005,BRONX
33,3/23/2008,MANHATTAN
22,5/17/2011,QUEENS
23,3/19/2017,BRONX
31,1/18/2019,QUEENS
22,1/12/2010,BRONX
15,5/1/2020,MANHATTAN
27,3/27/2007,MANHATTAN
54,9/2/2008,BROOKLYN
22,4/16/2014,QUEENS
22,7/10/2013,QUEENS
25,2/18/2008,BROOKLYN
8,10/16/2010,RICHMOND / STATEN ISLAND
22,10/14/2011,BRONX
26,12/2/2014,MANHATTAN
2,10/25/2005,RICHMOND / STATEN ISLAND
6,5/26/2017,RICHMOND / STATEN ISLAND
15,10/6/2018,BRONX
37,10/3/2015,BRONX
8,3/10/2014,RICHMOND / STATEN ISLAND
33,8/6/2008,MANHATTAN
8,9/9/2012,RICHMOND / STATEN ISLAND
29,6/28/2010,MANHATTAN
3,3/24/2014,RICHMOND / STATEN ISLAND
16,5/2/2009,MANHATTAN
26,3/14/2009,QUEENS
1,5/12/2013,RICHMOND / STATEN ISLAND
12,7/1/2011,RICHMOND / STATEN ISLAND
28,9/30/2007,BRONX
31,4/12/2010,BRONX
32,1/17/2006,MANHATTAN
15,5/1/2020,QUEENS
39,3/14/2015,QUEENS
23,11/9/2015,MANHATTAN
29,10/5/2016,MANHATTAN
21,11/1/2014,QUEENS
21,5/1/2020,BRONX
43,12/22/2012,BROOKLYN
28,10/20/2015,BRONX
48,12/13/2008,BROOKLYN
22,3/9/2009,QUEENS
4,3/20/2011,RICHMOND / STATEN ISLAND
9,3/19/2016,RICHMOND / STATEN ISLAND
24,9/7/2014,BROOKLYN
5,10/15/2011,RICHMOND / STATEN ISLAND
37,2/27/2018,MANHATTAN
25,4/23/2017,QUEENS
15,5/2/2020,QUEENS
26,6/3/2017,BRONX
24,10/5/2009,BRONX
40,9/2/2007,BROOKLYN
20,2/24/2015,QUEENS
24,2/8/2012,BRONX
19,5/2/2020,BRONX
32,12/8/2010,QUEENS
10,9/6/2014,MANHATTAN
28,2/13/2007,BRONX
18,7/17/2017,MANHATTAN
6,5/28/2012,RICHMOND / STATEN ISLAND
15,4/22/2012,BRONX
32,5/29/2010,BROOKLYN
22,5/19/2014,QUEENS
14,6/6/2006,BRONX
5,1/7/2008,RICHMOND / STATEN ISLAND
13,10/9/2012,BRONX
31,10/17/2016,BROOKLYN
46,4/9/2015,BROOKLYN
29,10/18/2013,BRONX
28,4/30/2012,QUEENS
33,5/2/2020,BROOKLYN
33,5/18/2007,BRONX
10,5/2/2020,MANHATTAN
32,1/10/2009,BRONX
28,12/24/2013,QUEENS
29,11/22/2019,QUEENS
21,5/13/2021,MANHATTAN
9,10/30/2015,RICHMOND / STATEN ISLAND
30,12/27/2005,QUEENS
49,3/4/2009,QUEENS
30,1/28/2007,QUEENS
18,10/13/2016,QUEENS
12,9/13/2018,QUEENS
25,3/4/2007,QUEENS
20,10/2/2010,BRONX
39,4/29/2010,BROOKLYN
38,12/19/2017,QUEENS
47,11/19/2018,BROOKLYN
7,4/19/2012,RICHMOND / STATEN ISLAND
24,9/20/2012,BRONX
54,2/25/2010,MANHATTAN
26,8/1/2010,MANHATTAN
33,11/27/2013,BRONX
11,5/2/2020,RICHMOND / STATEN ISLAND
20,11/30/2013,BROOKLYN
43,11/26/2005,QUEENS
22,7/12/2015,QUEENS
24,5/3/2020,QUEENS
41,4/2/2018,MANHATTAN
13,2/8/2008,QUEENS
34,3/2/2010,BROOKLYN
14,11/14/2018,QUEENS
7,5/3/2020,RICHMOND / STATEN ISLAND
20,8/9/2008,QUEENS
32,1/3/2018,BROOKLYN
15,12/15/2014,QUEENS
28,8/6/2005,BRONX
25,5/3/2020,BROOKLYN
40,11/25/2007,QUEENS
44,7/11/2009,BROOKLYN
39,11/21/2005,MANHATTAN
18,5/31/2016,QUEENS
3,11/8/2013,RICHMOND / STATEN ISLAND
22,9/2/2013,QUEENS
41,7/18/2007,BROOKLYN
18,4/9/2018,QUEENS
14,8/1/2012,BRONX
27,7/28/2016,BRONX
37,8/29/2014,BROOKLYN
35,10/14/2005,BROOKLYN
5,7/5/2008,RICHMOND / STATEN ISLAND
5,3/19/2014,RICHMOND / STATEN ISLAND
3,7/29/2006,RICHMOND / STATEN ISLAND
22,5/3/2020,BRONX
23,7/21/2010,BRONX
19,7/27/2014,QUEENS
21,5/3/2020,MANHATTAN
31,2/17/2018,BRONX
15,5/4/2020,MANHATTAN
40,10/10/2009,BROOKLYN
5,7/15/2015,RICHMOND / STATEN ISLAND
4,8/15/2005,RICHMOND / STATEN ISLAND
2,4/6/2019,RICHMOND / STATEN ISLAND
64,1/31/2015,BROOKLYN
29,4/17/2017,BRONX
20,10/4/2013,BRONX
2,9/15/2019,RICHMOND / STATEN ISLAND
26,6/7/2015,BRONX
8,10/23/2016,RICHMOND / STATEN ISLAND
31,9/14/2006,MANHATTAN
33,1/11/2017,BRONX
39,4/22/2008,BROOKLYN
42,9/17/2008,BROOKLYN
29,6/16/2007,QUEENS
27,12/11/2014,BROOKLYN
24,10/31/2009,MANHATTAN
25,9/16/2016,QUEENS
5,10/19/2009,RICHMOND / STATEN ISLAND
30,10/18/2008,MANHATTAN
53,1/4/2014,MANHATTAN
22,8/11/2015,QUEENS
3,11/15/2016,RICHMOND / STATEN ISLAND
5,5/4/2020,RICHMOND / STATEN ISLAND
30,11/1/2019,BROOKLYN
2,2/26/2015,RICHMOND / STATEN ISLAND
29,4/27/2014,MANHATTAN
20,4/1/2014,QUEENS
30,6/14/2009,MANHATTAN
18,4/20/2021,QUEENS
22,6/14/2018,BRONX
28,12/23/2018,MANHATTAN
29,12/19/2005,MANHATTAN
29,2/6/2005,QUEENS
24,5/5/2008,BRONX
25,4/4/2015,MANHATTAN
37,1/1/2007,MANHATTAN
18,6/2/2013,QUEENS
16,11/27/2018,MANHATTAN
24,1/14/2011,QUEENS
27,1/6/2006,MANHATTAN
11,5/16/2012,BRONX
9,4/22/2015,RICHMOND / STATEN ISLAND
7,1/21/2019,RICHMOND / STATEN ISLAND
23,10/2/2018,QUEENS
21,5/4/2020,QUEENS
55,12/27/2010,QUEENS
31,11/28/2005,MANHATTAN
3,9/25/2017,RICHMOND / STATEN ISLAND
24,3/16/2016,BRONX
12,9/11/2015,BRONX
28,10/16/2018,MANHATTAN
25,8/14/2015,MANHATTAN
24,10/18/2008,BRONX
19,11/18/2015,MANHATTAN
36,1/30/2005,QUEENS
33,3/4/2012,MANHATTAN
29,2/3/2006,QUEENS
17,10/29/2014,QUEENS
21,1/17/2016,QUEENS
37,4/7/2011,BROOKLYN
46,2/18/2019,BRONX
28,5/4/2020,BROOKLYN
16,3/17/2016,BRONX
20,8/27/2014,BRONX
34,5/28/2008,BROOKLYN
5,10/1/2011,RICHMOND / STATEN ISLAND
18,6/17/2017,QUEENS
40,2/16/2016,QUEENS
30,8/24/2019,BROOKLYN
2,6/6/2016,RICHMOND / STATEN ISLAND
14,1/14/2021,MANHATTAN
17,9/3/2008,QUEENS
29,10/6/2010,BRONX
17,11/25/2019,QUEENS
14,7/21/2015,BRONX
8,5/20/2011,RICHMOND / STATEN ISLAND
25,6/6/2014,BRONX
13,5/20/2014,BRONX
35,11/21/2012,MANHATTAN
13,5/4/2020,BRONX
4,12/25/2012,RICHMOND / STATEN ISLAND
36,7/1/2005,MANHATTAN
32,12/9/2017,MANHATTAN
9,6/3/2007,RICHMOND / STATEN ISLAND
27,9/27/2017,BROOKLYN
11,11/6/2009,RICHMOND / STATEN ISLAND
4,1/21/2014,RICHMOND / STATEN ISLAND
23,5/28/2005,QUEENS
7,7/28/2017,RICHMOND / STATEN ISLAND
22,5/5/2020,QUEENS
17,5/4/2019,BRONX
37,5/5/2020,BROOKLYN
31,9/24/2013,BROOKLYN
23,5/18/2013,BROOKLYN
70,2/13/2006,BROOKLYN
19,9/20/2005,QUEENS
30,3/13/2021,MANHATTAN
17,5/27/2010,BRONX
16,5/5/2020,MANHATTAN
54,1/22/2009,BROOKLYN
16,9/29/2016,BRONX
24,2/12/2012,BRONX
34,3/21/2017,MANHATTAN
21,3/20/2009,MANHATTAN
11,4/11/2009,RICHMOND / STATEN ISLAND
7,11/2/2016,RICHMOND / STATEN ISLAND
7,9/14/2005,RICHMOND / STATEN ISLAND
20,3/19/2015,QUEENS
38,2/6/2011,BRONX
31,10/23/2013,BROOKLYN
26,4/20/2017,QUEENS
20,7/19/2015,QUEENS
19,7/27/2011,BROOKLYN
24,12/12/2012,QUEENS
17,8/28/2013,MANHATTAN
7,6/22/2006,RICHMOND / STATEN ISLAND
59,12/21/2009,MANHATTAN
40,4/11/2005,BROOKLYN
22,8/10/2017,QUEENS
6,12/9/2005,RICHMOND / STATEN ISLAND
36,3/13/2010,MANHATTAN
23,2/7/2006,BRONX
8,4/15/2017,RICHMOND / STATEN ISLAND
20,10/31/2009,BRONX
6,12/2/2018,RICHMOND / STATEN ISLAND
5,5/5/2020,RICHMOND / STATEN ISLAND
29,2/7/2007,BRONX
9,1/17/2013,RICHMOND / STATEN ISLAND
35,6/9/2007,BROOKLYN
31,11/24/2008,MANHATTAN
3,10/13/2010,RICHMOND / STATEN ISLAND
6,2/7/2014,RICHMOND / STATEN ISLAND
18,8/26/2006,QUEENS
24,1/14/2006,BRONX
25,5/11/2008,BRONX
26,5/5/2015,QUEENS
30,5/1/2011,MANHATTAN
20,5/5/2020,BRONX
4,10/7/2017,RICHMOND / STATEN ISLAND
8,11/26/2006,RICHMOND / STATEN ISLAND
40,3/2/2021,BROOKLYN
19,6/29/2021,MANHATTAN
28,4/15/2019,BROOKLYN
35,3/23/2009,BRONX
18,9/20/2011,BRONX
9,8/30/2018,RICHMOND / STATEN ISLAND
25,6/10/2019,QUEENS
24,10/2/2016,MANHATTAN
4,11/19/2018,RICHMOND / STATEN ISLAND
5,5/6/2020,RICHMOND / STATEN ISLAND
19,5/6/2020,QUEENS
34,10/11/2018,BROOKLYN
4,11/13/2008,RICHMOND / STATEN ISLAND
23,12/15/2019,MANHATTAN
13,10/28/2014,RICHMOND / STATEN ISLAND
2,11/25/2009,RICHMOND / STATEN ISLAND
43,5/16/2005,BROOKLYN
48,3/20/2018,BROOKLYN
27,11/21/2013,MANHATTAN
25,12/18/2009,BRONX
4,12/27/2017,RICHMOND / STATEN ISLAND
19,1/4/2015,BROOKLYN
36,11/7/2008,BROOKLYN
33,10/5/2010,MANHATTAN
30,2/23/2013,BROOKLYN
21,2/2/2019,QUEENS
40,11/4/2017,BROOKLYN
21,4/24/2019,MANHATTAN
74,11/25/2010,BROOKLYN
9,6/5/2009,BRONX
5,5/29/2014,RICHMOND / STATEN ISLAND
32,8/12/2006,BROOKLYN
28,2/15/2019,BROOKLYN
38,11/20/2005,MANHATTAN
27,7/16/2008,QUEENS
24,8/18/2017,MANHATTAN
15,5/6/2020,MANHATTAN
3,2/3/2010,RICHMOND / STATEN ISLAND
17,11/17/2012,BRONX
7,2/8/2007,RICHMOND / STATEN ISLAND
38,5/13/2009,BROOKLYN
40,9/28/2013,BROOKLYN
32,4/6/2005,QUEENS
23,10/8/2016,MANHATTAN
3,3/23/2011,RICHMOND / STATEN ISLAND
38,7/1/2018,BROOKLYN
22,4/11/2008,BRONX
24,12/26/2005,MANHATTAN
23,5/21/2007,QUEENS
33,12/26/2017,MANHATTAN
3,12/16/2014,RICHMOND / STATEN ISLAND
38,11/13/2005,MANHATTAN
41,7/16/2011,MANHATTAN
31,3/7/2011,BROOKLYN
5,2/3/2008,RICHMOND / STATEN ISLAND
25,1/17/2005,QUEENS
11,9/28/2018,BRONX
21,3/15/2010,QUEENS
29,7/31/2006,BRONX
7,4/13/2014,RICHMOND / STATEN ISLAND
20,1/20/2015,BRONX
18,2/29/2012,MANHATTAN
14,9/3/2005,RICHMOND / STATEN ISLAND
6,12/13/2017,RICHMOND / STATEN ISLAND
11,3/20/2010,RICHMOND / STATEN ISLAND
29,9/10/2010,MANHATTAN
21,8/15/2010,QUEENS
31,6/28/2021,BROOKLYN
5,7/16/2014,RICHMOND / STATEN ISLAND
4,6/12/2007,RICHMOND / STATEN ISLAND
6,5/16/2005,RICHMOND / STATEN ISLAND
34,7/10/2019,MANHATTAN
23,4/29/2017,MANHATTAN
37,6/2/2007,MANHATTAN
40,9/11/2012,MANHATTAN
20,7/1/2013,QUEENS
27,4/11/2015,MANHATTAN
31,8/5/2006,QUEENS
25,2/24/2005,QUEENS
28,4/5/2005,BRONX
51,7/4/2008,BROOKLYN
6,7/3/2015,RICHMOND / STATEN ISLAND
20,1/31/2018,QUEENS
34,8/15/2005,QUEENS
47,2/3/2014,QUEENS
15,5/1/2011,BRONX
52,7/12/2011,BROOKLYN
31,10/24/2012,BROOKLYN
33,10/27/2016,BROOKLYN
35,7/4/2021,MANHATTAN
19,5/2/2014,BRONX
9,5/13/2005,RICHMOND / STATEN ISLAND
